D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-04devID1.jpg;7433;26036,5669
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-05devID2.jpg;7386;26239,3682
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-34devID1.jpg;7324;26192,5679
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-35devID2.jpg;7337;25428,163
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-24-41devID1.jpg;7795;26223,7681
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-24-41devID1.jpg;7600;25880,5659
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-24-43devID2.jpg;7116;25802,5654
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-25-04devID1.jpg;7133;26098,9673
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-25-05devID2.jpg;7193;25459,3632
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-25-34devID1.jpg;7071;24897,7596
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-25-35devID2.jpg;7238;25615,3642
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-04devID1.jpg;7154;25194,1615
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-05devID2.jpg;7360;26457,7696
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-34devID1.jpg;7180;26286,1685
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-35devID2.jpg;7133;25443,7631
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-25-34devID1.jpg;15531;82649,3298
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-04devID1.jpg;15528;82649,3298
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-25-04devID1.jpg;16409;86018,9514
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-24-41devID1.jpg;17020;89435,3733
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-25-35devID2.jpg;14867;84209,3398
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-05devID2.jpg;15226;85706,9494
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-25-05devID2.jpg;14800;83866,1376
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-24-43devID2.jpg;14780;83164,1331
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-34devID1.jpg;7008;19344,124
D:\_gulevlab\SkyImagesAnalysis_appData\_RV-ANS-31-total\images\snapshots-2015-12-16\img-2015-12-16T02-26-35devID2.jpg;6873;18189,7166
