FileName,GrIxStatsMedian,GrIxStatsPerc5,filename,sunDiskCondition
img-2016-01-14T12-32-59devID2.jpg,0.753684198606025,0.616060630861571,,Undefined
img-2016-01-14T12-33-29devID1.jpg,0.764351212750078,0.620070670437232,,Undefined
img-2016-01-14T12-33-29devID2.jpg,0.759629123371872,0.61823511545852,,Undefined
img-2016-01-14T12-33-59devID1.jpg,0.773321660262118,0.622595831963684,,Undefined
img-2016-01-14T12-33-59devID2.jpg,0.760154394699292,0.621764919503634,,Undefined
img-2016-01-14T12-34-29devID1.jpg,0.782112936912396,0.625537019350913,,Undefined
img-2016-01-14T12-34-29devID2.jpg,0.771346845917235,0.624979984014713,,Undefined
img-2016-01-14T12-35-00devID1.jpg,0.790135622991997,0.630480301486034,,Undefined
img-2016-01-14T12-35-00devID2.jpg,0.780699375035533,0.628062499914731,,Undefined
img-2016-01-14T12-35-30devID1.jpg,0.811993071293764,0.634420854768441,,Undefined
img-2016-01-14T12-35-30devID2.jpg,0.800808933735328,0.631951994577343,,Undefined
img-2016-01-14T12-36-00devID1.jpg,0.828930296598192,0.638776196198011,,Undefined
img-2016-01-14T12-36-00devID2.jpg,0.820235642413007,0.635445971352804,,Undefined
img-2016-01-14T12-36-30devID1.jpg,0.846222071584227,0.642946481877901,,Undefined
img-2016-01-14T12-36-30devID2.jpg,0.834371947178417,0.640482741113909,,Undefined
img-2016-01-14T12-37-00devID1.jpg,0.867618020529487,0.652626427735638,,Undefined
img-2016-01-14T12-37-00devID2.jpg,0.856377050411508,0.64432955414769,,Undefined
img-2016-01-14T12-37-30devID1.jpg,0.884337050483945,0.666954661657402,,Undefined
